"","id","advmath8","urban","region","gender","famsize","parmarl8","homelang","slfcnc08","slfcnc10","slfcnc12","schtyp8","tcherint","late12","cuts12","absent12","approg","hwkin12","hwkout12","excurr12","computer","hsprog","unitengl","unitmath","unitcalc","schattrt","apoffer","nursery","algebra8","numinst","edexpect","expinc30","achrdg08","achmat08","achsci08","achsls08","achrdg10","achmat10","achsci10","achsls10","achrdg12","achmat12","achsci12","achsls12","cigarett","alcbinge","marijuan","ses"
"351",351,"No","Suburban","Northeast","Male",4,"Married","English Only",26,35,43,"Public","Agree","Over 15 Times","1-2 Times","1-2 Times","Yes","1-3 Hours","7-9 Hours","15 - 19 Hours","Yes","Academic",3,3,0,95,8,"Yes","No",1,"Master's Degree",150000,56.99,49.15,46.2,61.48,49.34,51.06,64.44,59.92,53.62,56.78,66.04,65.79,"Never","Yes","Yes",29
"352",352,"No","Suburban","Northeast","Male",6,"Married","English Only",18,19,22,"Public","Agree","1-2 Times","10-15 Times","1-2 Times","No","10-12 Hours","7-9 Hours","20 - 24 Hours","Yes","Rigorous Academic",4.5,3,0,95,8,"Yes","No",2,"Bachelor's Degree",250000,38.22,45.37,56.95,67.72,37.53,46.66,53.44,50.18,49.68,39.28,54.22,63.41,"Yes","Yes","Yes",27
"353",353,"No","Suburban","Northeast","Female",3,"Widowed","English Only",23,31,27,"Public","Agree","1-2 Times","Never","10-15 Times","No","4-6 Hours","4-6 Hours","None","Yes","Academic",4,2,0,95,8,"Yes","Yes",1,"Less than College Degree",15000,63.37,59.67,66.7,56.3,65.34,60.13,62.48,54.41,54.38,58.62,57.74,61.11,"Yes","Never","Never",11
"354",354,"No","Suburban","Northeast","Male",4,"Married","Non-English Only",14,15,23,"Public","Agree","3-6 Times","1-2 Times","1-2 Times","Yes","4-6 Hours","13-15 Hours","Less than 1 Hour","Yes","Academic",4,5.5,0,95,8,"Yes","No",1,"Ph.D., MD, JD, etc.",50000,70.55,61.32,67.79,56.84,65.1,65.28,62.42,58.52,65.89,62.32,65.01,53.53,"Never","Never","Never",29
"355",355,"No","Suburban","Northeast","Male",5,"Married","English Only",29,23,33,"Public","Disagree","7-9 Times","1-2 Times","Never","No","1-3 Hours","4-6 Hours","15 - 19 Hours","Yes","Academic",4,2,0,95,3,"No","No",1,"Bachelor's Degree",45000,51.2,54.06,49.63,54.62,50.94,49.32,50.67,44.97,43.61,47.09,42.09,37.22,"Never","Yes","Never",11
"356",356,"Yes","Urban","Northeast","Male",4,"Marriage-Like Relationship","English Only",28,17,31,"Public","Agree","1-2 Times","Never","3-6 Times","Yes","4-6 Hours","7-9 Hours","None","Yes","Rigorous Academic",4,5,1,93,12,"No","Yes",1,"Bachelor's Degree",50000,53.08,58.13,64.89,54.04,55.84,61.41,57.99,54.63,54.05,61.99,61.1,55.96,"Never","Never","Never",4
"357",357,"No","Suburban","Northeast","Female",4,"Married","English Only",15,13,27,"Public","Agree","1-2 Times","1-2 Times","3-6 Times","Yes","1-3 Hours","16-20 Hours","10 - 14 Hours","No","Academic",4.5,4,0,92,16,"Yes","No",2,"Ph.D., MD, JD, etc.",45000,70.55,63.65,58.22,64.23,62.73,63.35,59.54,59.58,59.73,58.64,59.43,64.3,"Never","Never","Never",23
"358",358,"Yes","Suburban","Northeast","Female",4,"Married","English Only",19,21,31,"Public","Agree","Never","Never","1-2 Times","Yes","4-6 Hours","4-6 Hours","5 - 9 Hours","Yes","Rigorous Academic",5,3,0,92,16,"Yes","No",1,"Ph.D., MD, JD, etc.",-6,70.55,73.33,67.15,74.06,68.8,69.41,67.92,66.67,63.6,67.92,67.19,62.9,"Never","Never","Never",29
"359",359,"Yes","Suburban","Northeast","Female",5,"Married","English Only",19,24,30,"Public","Disagree","Never","Never","1-2 Times","Yes","Less than 1 Hour","7-9 Hours","None","Yes","Academic",4,4,1,998,4,"8","Yes",1,"Less than College Degree",0,57.45,59.37,54.25,49.7,58.74,60.88,53.07,50.27,59.82,56.65,53.38,50.22,"Never","Never","Never",15
"360",360,"No","Suburban","Northeast","Male",6,"Married","English Only",22,26,35,"Public","Agree","Never","Never","Never","No","7-9 Hours","Over 20 Hours","20 - 24 Hours","Yes","Rigorous Academic",4,4,0,97,4,"Yes","No",1,"Bachelor's Degree",50000,45.23,48.03,50.55,43.64,53.13,56.97,62.76,45.83,54.69,56.64,63.32,45.87,"Never","Never","Never",22
"361",361,"No","Suburban","Northeast","Male",5,"Married","English Dominant",30,35,37,"Public","Agree","Over 15 Times","Never","7-9 Times","No","Less than 1 Hour","1-3 Hours","None","No","Rigorous Academic",4,4,0,94,13,"Yes","Yes",2,"Ph.D., MD, JD, etc.",40000,49.11,52.09,57.18,58.25,47.82,63.51,64.1,60.68,44.75,59.23,44.75,61.13,"Never","Never","Never",14
"362",362,"No","Rural","Northeast","Female",6,"Married","English Only",19,18,23,"Public","Agree","Never","Never","Never","Yes","Less than 1 Hour","7-9 Hours","Less than 1 Hour","No","Academic",3.5,4,0,998,1,"8","No",1,"Bachelor's Degree",-6,53.49,51.03,53.03,48.64,47.74,54.27,56.15,40.84,49.13,56.22,59.13,49.31,"Never","Never","Never",9
"363",363,"No","Rural","Northeast","Male",2,"Never Married","English Only",13,21,23,"Public","Agree","3-6 Times","1-2 Times","1-2 Times","No","1-3 Hours","1-3 Hours","5 - 9 Hours","No","Academic",4,2,0,96,2,"No","No",1,"Master's Degree",30000,51.37,54.87,52.79,56.9,53.08,57,50.28,55.96,50.11,53.48,65.51,55.27,"Never","Never","Never",8
"364",364,"Yes","Rural","Northeast","Male",4,"Married","English Only",20,21,29,"Public","Strongly Agree","Never","Never","3-6 Times","No","4-6 Hours","10-12 Hours","5 - 9 Hours","Yes","Rigorous Academic",4,4,0,90,4,"Yes","Yes",2,"Bachelor's Degree",35000,59.03,53.15,56.08,57.86,57.06,53.7,53.96,57.54,58.1,55.46,48.61,55.01,"Never","Yes","Never",32
"365",365,"No","Suburban","Northeast","Male",6,"Divorced","English Only",23,25,25,"Public","Agree","3-6 Times","Never","1-2 Times","No","Less than 1 Hour","1-3 Hours","10 - 14 Hours","No","Academic",4.5,5,0,90,0,"Yes","Yes",1,"Bachelor's Degree",30000,49.72,56.08,51.32,43.12,53.9,55.02,55.56,56.68,43.05,56.03,56.16,47.11,"Never","Never","Yes",11
"366",366,"No","Suburban","Northeast","Female",5,"Married","English Dominant",22,18,25,"Public","Agree","1-2 Times","Never","3-6 Times","Yes","1-3 Hours","16-20 Hours","5 - 9 Hours","No","Academic",3,4,1,94,11,"8","Yes",1,"Ph.D., MD, JD, etc.",2e+05,63.52,68.95,64.25,62.27,59.4,67.15,68.99,72.89,65.51,68.25,64.67,66.27,"Never","Never","Never",23
"367",367,"No","Suburban","Northeast","Female",4,"Married","English Only",21,18,28,"Public","Agree","Never","Never","1-2 Times","No","1-3 Hours","4-6 Hours","Less than 1 Hour","Yes","Rigorous Academic",5,4,0,94,11,"Yes","No",1,"Bachelor's Degree",45000,59.7,50.86,50.27,48.84,62.23,59.03,58.21,52.63,60.78,61.47,58.45,47.28,"Never","Never","Never",19
"368",368,"No","Suburban","Northeast","Male",6,"98","English Only",20,21,27,"Public","Disagree","1-2 Times","Never","1-2 Times","No","1-3 Hours","7-9 Hours","10 - 14 Hours","Yes","Academic",5,3,0,95,6,NA,NA,2,"Master's Degree",45000,40.99,46.97,41.26,42.52,39.47,49.67,34.7,41.4,34.92,55.21,42.17,44.59,"Never","Never","Never",30
"369",369,"Yes","Suburban","Northeast","Female",4,"Married","Non-English Dominant",29,29,33,"Public","Agree","Never","Never","Never","Yes","4-6 Hours","16-20 Hours","1 - 4 Hours","No","Academic",4,4,0,95,6,"Yes","No",1,"Master's Degree",30000,65.47,58.94,44.18,46.13,47.96,58.34,36.13,42.57,56.8,58.77,47.96,44.97,"Never","Never","Never",11
"370",370,"No","Suburban","Northeast","Female",6,"Married","English Only",19,16,23,"Public","Agree","1-2 Times","Never","3-6 Times","Yes","1-3 Hours","10-12 Hours","Less than 1 Hour","Yes","Academic",4.5,4,0,92,8,"Yes","Yes",1,"Master's Degree",50000,45.86,53.54,41.06,62.04,53.24,45.27,48.27,54.53,51.33,42.9,44.01,52.56,"Never","Never","Never",18
"371",371,"No","Suburban","Northeast","Female",3,"Married","English Only",16,15,28,"Public","Agree","1-2 Times","Never","10-15 Times","No","7-9 Hours","13-15 Hours","15 - 19 Hours","No","Academic",4,3,0,93,0,"8","Yes",2,"Master's Degree",50000,64.89,65.32,69.15,59.73,66.83,64.49,67.22,62.11,61.5,64.47,99.98,99.98,"Never","Never","Never",12
"372",372,"Yes","Suburban","Northeast","Female",5,"Married","English Only",18,18,39,"Public","Agree","7-9 Times","1-2 Times","7-9 Times","Yes","1-3 Hours","4-6 Hours","1 - 4 Hours","Yes","Rigorous Academic",4.5,4,1,93,0,"Yes","Yes",1,"Master's Degree",40000,58.87,73.47,59.81,62.24,63.31,67.99,64.12,64.28,66.24,69.38,52.69,61.3,"Never","Yes","Never",25
"373",373,"Yes","Suburban","Northeast","Male",4,"Married","English Dominant",28,18,21,"Public","Agree","Never","Never","Never","Yes","13-15 Hours","16-20 Hours","1 - 4 Hours","Yes","Academic",4,4,1,93,0,"Yes","Yes",1,"Bachelor's Degree",-6,67.1,68.92,62.16,67.64,66.52,67.22,69.22,72.89,63.69,65.61,68.29,68.62,"Never","Never","Never",23
"374",374,"No","Suburban","Northeast","Female",5,"Never Married","English Only",27,33,38,"Public","Agree","10-15 Times","1-2 Times","1-2 Times","No","Less than 1 Hour","1-3 Hours","5 - 9 Hours","No","Rigorous Academic",4.5,3.6,0,92,0,"No","No",1,"Bachelor's Degree",-6,48.59,44.8,43.12,49.39,45.6,46.23,41.85,50.44,48.12,50.9,35.89,39.48,"Never","Never","Never",21
"375",375,"Missing","Rural","Northeast","Male",7,"Married","Non-English Only",29,25,27,"Public","Disagree","1-2 Times","Never","1-2 Times","No","1-3 Hours","4-6 Hours","5 - 9 Hours","No","Academic",3.5,4,0,998,0,"8",NA,1,"Bachelor's Degree",35000,42.9,40.53,54.99,54.26,48.45,48.14,53.42,54.95,41.53,49.38,54.26,53.34,"Never","Never","Yes",3
"376",376,"Yes","Rural","Northeast","Female",3,"Divorced","English Only",15,17,25,"Public","Agree","3-6 Times","Never","3-6 Times","No","7-9 Hours","7-9 Hours","10 - 14 Hours","No","Academic",4,3.5,0,998,0,"Yes","Yes",2,"Bachelor's Degree",35000,53.51,63.2,49.05,62.4,51.45,58.99,66.55,63.26,55.15,57.86,67.26,59.1,"Never","Never","Never",19
"377",377,"No","Suburban","Northeast","Female",3,"Married","Non-English Dominant",17,18,25,"Public","Disagree","7-9 Times","3-6 Times","3-6 Times","8","1-3 Hours","4-6 Hours","Less than 1 Hour","No","Academic",4,4,0,96,11,"Yes","Yes",1,"Master's Degree",35000,50.23,45.7,41.82,49.9,52.29,51.52,43.54,50.63,52.1,50.99,38.1,51.19,"Never","Yes","Never",19
"378",378,"Yes","Suburban","Northeast","Male",5,"98","Non-English Dominant",15,17,21,"Public","Agree","7-9 Times","3-6 Times","1-2 Times","Yes","7-9 Hours","7-9 Hours","15 - 19 Hours","Yes","Academic",2.5,3.5,0.5,92,9,NA,NA,1,"Ph.D., MD, JD, etc.",30000,70.55,63.74,71.98,67.16,67.3,62.98,69.23,68.38,66.33,63.3,66.09,61.63,"Never","Never","Never",26
"379",379,"Yes","Suburban","Northeast","Male",5,"Separated","English Only",15,19,30,"Public","Strongly Agree","1-2 Times","Never","3-6 Times","No","1-3 Hours","1-3 Hours","None","No","Academic",4,5,1,998,98,"Yes","No",2,"Bachelor's Degree",35000,67.97,73.8,74.32,70.56,64.57,68.05,68.97,62.98,64.72,66.72,68.24,64.01,"Never","Never","Never",19
"380",380,"Yes","Suburban","Northeast","Female",5,"Married","English Dominant",30,27,41,"Public","Agree","Over 15 Times","Never","1-2 Times","No","1-3 Hours","16-20 Hours","25 or More Hours","Yes","Academic",3.5,4,0,90,16,"Yes",NA,1,"Master's Degree",60000,57.62,54.07,58.89,49.88,63.06,62.33,50.44,52.69,60,60.89,59.74,45.09,"Never","Never","Never",22
"381",381,"Yes","Suburban","Northeast","Female",4,"Married","English Only",32,30,38,"Public","Strongly Agree","1-2 Times","1-2 Times","3-6 Times","Yes","1-3 Hours","10-12 Hours","5 - 9 Hours","Yes","Rigorous Academic",4.5,4,0,998,14,"Yes","No",2,"Ph.D., MD, JD, etc.",55000,60.7,57.15,48.22,58.15,63.06,66.12,57.02,54.44,60.17,63.23,56.67,57.01,"Never","Never","Never",27
"382",382,"Yes","Suburban","Northeast","Female",6,"Married","English Dominant",28,33,40,"Public","Agree","3-6 Times","3-6 Times","1-2 Times","Yes","1-3 Hours","13-15 Hours","15 - 19 Hours","Yes","Rigorous Academic",5.5,5,1,998,14,"Yes","Yes",1,"Master's Degree",70000,67.97,74.04,66.64,59.9,66,71.05,71.72,68.2,66.26,70.24,66.89,62.7,"Never","Never","Never",30
"383",383,"No","Suburban","Northeast","Female",5,"Married","English Only",13,17,25,"Public","Agree","Over 15 Times","7-9 Times","3-6 Times","No","Over 20 Hours","13-15 Hours","None","No","Academic",4,4.5,0,998,2,"No","No",1,"Master's Degree",35000,56.55,62.1,62.85,58.06,57.39,57.45,55.66,61.35,61.83,54.99,64.45,56.98,"Never","Never","Yes",13
"384",384,"Yes","Suburban","Northeast","Female",6,"Married","English Only",15,21,37,"Public","Agree","1-2 Times","Never","3-6 Times","Yes","4-6 Hours","10-12 Hours","1 - 4 Hours","Yes","Academic",4.5,4,0,96,7,"Yes","Yes",2,"Master's Degree",30000,60.87,67.14,67.21,55.92,64.43,66.46,58.77,61.46,61.76,67.81,60.77,60.96,"Never","Never","Never",22
"385",385,"No","Suburban","Northeast","Female",5,"Married","English Only",29,21,33,"Public","Disagree","3-6 Times","Never","7-9 Times","No","4-6 Hours","1-3 Hours","1 - 4 Hours","Yes","Rigorous Academic",4.5,3,0,94,0,"No",NA,1,"Less than College Degree",25000,59.25,47.32,40.84,42.74,54.55,50.37,44.99,46.41,52.02,50.07,42.84,41.13,"Never","Yes","Never",18
"386",386,"No","Rural","Northeast","Female",5,"Married","English Only",14,11,23,"Public","Agree","3-6 Times","1-2 Times","7-9 Times","No","Less than 1 Hour","4-6 Hours","5 - 9 Hours","Yes","Rigorous Academic",4,4,0,92,0,"No","No",1,"Master's Degree",30000,53.51,49.25,47.5,52.8,51.89,49.78,49.74,46.44,42.23,42.76,46.08,40.52,"Never","Never","Never",26
"387",387,"Yes","Rural","Northeast","Male",5,"Married","English Only",25,16,25,"Public","Agree","3-6 Times","1-2 Times","3-6 Times","No","4-6 Hours","4-6 Hours","15 - 19 Hours","Yes","Rigorous Academic",4,4,0,94,10,"8","Yes",1,"Master's Degree",40000,62.52,59.93,49.18,53.68,56.96,62.33,70.18,56.31,61.17,63.71,64.86,58.92,"Never","Never","Yes",19
"388",388,"Yes","Suburban","Northeast","Female",4,"Married","English Only",0,9,25,"Public","Strongly Disagree","3-6 Times","7-9 Times","3-6 Times","No","10-12 Hours","Less than 1 Hour","None","Yes","Academic",4,3.5,0,92,7,"Yes","Yes",1,"Bachelor's Degree",30000,43.71,60.8,34.94,41.19,45.29,57.21,46.41,40.87,58.32,57.02,59.72,50.17,"Yes","Yes","Yes",23
"389",389,"No","Suburban","Northeast","Male",2,"Divorced","Non-English Only",18,19,27,"Public","Agree","3-6 Times","1-2 Times","3-6 Times","No","4-6 Hours","7-9 Hours","1 - 4 Hours","No","Academic",4.5,4,0,93,14,"Yes","No",1,"Bachelor's Degree",70000,51.05,55.31,35.53,52.8,58.58,53.32,48.6,49.26,47.89,52.91,50.54,52.58,"Never","Never","Never",19
"390",390,"Yes","Suburban","Northeast","Male",5,"Married","English Only",29,23,38,"Public","Agree","1-2 Times","Never","1-2 Times","Yes","7-9 Hours","10-12 Hours","5 - 9 Hours","No","Rigorous Academic",4,4,1,85,10,"Yes","Yes",1,"Ph.D., MD, JD, etc.",40000,66.3,67.34,77.68,63.15,59.7,62.7,71.03,69.88,64.7,62.01,62.17,61.88,"Never","Never","Never",17
"391",391,"No","Suburban","Northeast","Male",4,"Married","English Only",28,25,37,"Public","Strongly Agree","Never","Never","3-6 Times","No","4-6 Hours","1-3 Hours","1 - 4 Hours","No","Academic",4,4,0,85,10,"Yes","Yes",2,"Ph.D., MD, JD, etc.",35000,47.46,65.55,57.18,51.82,51.86,61.59,58.05,56.81,53.33,66.62,64.52,52.1,"Never","Never","Never",14
"392",392,"No","Suburban","Northeast","Male",4,"Married","English Only",24,16,34,"Public","Agree","Never","Never","3-6 Times","No","1-3 Hours","1-3 Hours","None","Yes","Some Vocational",4,5.99,0,85,10,"Yes","Yes",1,"Master's Degree",40000,41.71,38.81,49.71,49.9,38.4,41.26,39.98,45.68,53.45,42.93,50.69,49.86,"Never","Never","Never",25
"393",393,"No","Rural","Northeast","Male",9,"Married","English Only",17,14,28,"Public","Disagree","3-6 Times","1-2 Times","3-6 Times","Yes","1-3 Hours","4-6 Hours","None","Yes","Rigorous Academic",4,4,0,998,2,"8","No",1,"Bachelor's Degree",40000,58.46,58.79,56,67.48,66.6,56.02,67.62,66.22,57.49,62.67,60.75,62.5,"Never","Never","Never",25
"394",394,"Yes","Rural","Northeast","Female",4,"Married","English Only",12,26,35,"Public","Agree","10-15 Times","Never","10-15 Times","Yes","Less than 1 Hour","1-3 Hours","1 - 4 Hours","Yes","Academic",4.2,3,0,998,2,"Yes","Yes",1,"Bachelor's Degree",35000,70.55,59.36,67.56,55.92,68.8,60.26,63.76,63.35,64.8,57.64,53.55,60.32,"Never","Never","Never",15
"395",395,"Yes","Rural","Northeast","Female",3,"Separated","English Dominant",21,23,29,"Public","Agree","Never","Never","1-2 Times","No","4-6 Hours","16-20 Hours","Less than 1 Hour","No","Rigorous Academic",4,3,0,95,9,"No","No",1,"Master's Degree",40000,53.27,49.61,37.99,49.18,48.67,54.85,53.05,58.81,58.84,57.83,62.08,56.5,"Never","Never","Never",19
"396",396,"No","Suburban","Northeast","Female",4,"Married","English Only",29,23,28,"Public","Agree","10-15 Times","10-15 Times","10-15 Times","Yes","13-15 Hours","1-3 Hours","10 - 14 Hours","Yes","Academic",4,4,0,43,9,"Yes","No",1,"Master's Degree",65000,57.29,58.25,51.11,56.86,61.28,58.53,57.01,50.75,63.2,52.87,55.94,61.57,"Never","Never","Never",20
"397",397,"Yes","Suburban","Northeast","Male",4,"Married","English Only",27,29,38,"Public","Strongly Agree","Never","Never","3-6 Times","Yes","1-3 Hours","13-15 Hours","1 - 4 Hours","Yes","Rigorous Academic",4,3,1,93,98,"Yes","Yes",1,"Master's Degree",40000,70.55,72.14,80.01,73.26,67.86,71.05,72.48,70.84,66.19,70.42,70.6,70.04,"Never","Never","Never",24
"398",398,"No","Rural","Northeast","Female",7,"Married","English Only",15,19,29,"Public","Agree","10-15 Times","1-2 Times","3-6 Times","No","1-3 Hours","4-6 Hours","Less than 1 Hour","No","Rigorous Academic",4.5,3,0,90,0,"Yes","No",1,"Master's Degree",40000,48.25,52.13,56.83,52.2,47.54,55.58,48.38,46.45,51.68,51.42,48.03,43.13,"Never","Yes","Yes",11
"399",399,"Yes","Suburban","Northeast","Male",5,"Married","English Only",22,28,37,"Public","Strongly Agree","1-2 Times","1-2 Times","1-2 Times","Yes","1-3 Hours","4-6 Hours","Less than 1 Hour","Yes","Academic",4,4,0,89,0,"Yes","Yes",1,"Ph.D., MD, JD, etc.",35000,66.85,69.13,69.56,65.96,67.86,65.74,63.68,64.45,64.9,63.52,67.52,62.64,"Never","Never","Never",12
"400",400,"Yes","Suburban","Northeast","Female",6,"Married","English Only",23,27,27,"Public","Disagree","3-6 Times","Never","3-6 Times","No","4-6 Hours","1-3 Hours","1 - 4 Hours","No","Academic",4,3,0,92,0,"No","Yes",1,"Less than College Degree",28000,63.63,63.69,61.62,55.73,64.09,62.23,61.1,64.07,60.1,60.04,61.64,61.47,"Never","Never","Never",10
"401",401,"No","Suburban","Northeast","Male",4,"Married","English Only",15,18,27,"Public","Agree","1-2 Times","1-2 Times","Never","No","13-15 Hours","16-20 Hours","15 - 19 Hours","No","Some Vocational",4,4,0,94,7,"Yes","No",1,"Master's Degree",60000,46.9,62.26,61.73,53.97,42.92,59.68,57.2,49.09,40.57,62.79,55.7,39.99,"Never","Never","Never",16
"402",402,"No","Rural","Northeast","Female",5,"Married","English Only",22,26,36,"Public","Strongly Agree","Never","Never","7-9 Times","No","13-15 Hours","16-20 Hours","None","No","Academic",4,1.5,0,92,2,"Yes","No",1,"Ph.D., MD, JD, etc.",-6,43.77,44.68,45.84,48.18,42.54,50.1,52.27,46.97,48.79,44.24,50.88,45.4,"Yes","Yes","Yes",14
"403",403,"Yes","Suburban","Northeast","Male",5,"Married","English Dominant",27,30,39,"Public","Strongly Agree","3-6 Times","1-2 Times","1-2 Times","Yes","4-6 Hours","Over 20 Hours","None","No","Rigorous Academic",4,4,1,93,13,"Yes","Yes",1,"Ph.D., MD, JD, etc.",1e+05,69.15,77.2,77.76,66.44,66,71.05,68.88,66.88,67.38,69.37,70.6,68.62,"Never","Never","Never",28
"404",404,"Yes","Suburban","Northeast","Male",4,"Married","English Only",24,33,43,"Public","Agree","7-9 Times","3-6 Times","10-15 Times","Yes","1-3 Hours","Less than 1 Hour","25 or More Hours","No","Rigorous Academic",4,3,0,80,0,"No","Yes",1,"Master's Degree",55000,50.14,59.4,50.22,51.12,57.05,59.98,58.8,47.37,49.89,58.16,54.62,52.53,"Never","Yes","Never",21
"405",405,"Yes","Rural","Northeast","Female",4,"Married","English Only",5,11,19,"Public","Strongly Agree","1-2 Times","Never","Never","No","1-3 Hours","1-3 Hours","Less than 1 Hour","Yes","Some Vocational",4,2,0,96,0,"Yes","Yes",1,"Master's Degree",0,59.61,60.43,48.9,57.08,54.78,58.82,50.06,61,66.52,56.77,47.13,62.82,"Never","Never","Never",14
"406",406,"Yes","Suburban","Northeast","Female",5,"Married","English Dominant",19,19,31,"Public","Agree","3-6 Times","1-2 Times","1-2 Times","Yes","7-9 Hours","13-15 Hours","10 - 14 Hours","No","Rigorous Academic",5.5,4.5,1,90,13,"Yes","Yes",1,"Ph.D., MD, JD, etc.",60000,70.55,65.43,69.53,74.06,64.66,62.22,62.59,65.4,57.26,53.09,63.51,65.9,"Yes","Never","Yes",27
"407",407,"No","Rural","Northeast","Female",3,"Married","English Only",16,9,20,"Public","Strongly Agree","Never","1-2 Times","1-2 Times","No","4-6 Hours","7-9 Hours","1 - 4 Hours","No","Academic",5,4.5,0,94,0,"8","No",1,"Master's Degree",35000,66.71,55.01,59.62,64.61,66.95,53.1,60.98,61.74,66.19,60.71,67.6,60.34,"Never","Never","Never",13
"408",408,"No","Suburban","Northeast","Male",3,"Separated","English Only",27,24,35,"Public","Agree","1-2 Times","1-2 Times","3-6 Times","No","4-6 Hours","1-3 Hours","5 - 9 Hours","No","Rigorous Academic",4,5,0,92,4,"No","Yes",3,"Bachelor's Degree",1e+05,37.41,53.81,43.38,32.05,43.38,58.98,54.68,60.29,42.83,60.5,55.71,56.69,"Never","Yes","Never",10
"409",409,"No","Suburban","Northeast","Female",4,"Married","Non-English Dominant",13,13,23,"Public","Disagree","Over 15 Times","1-2 Times","1-2 Times","No","Less than 1 Hour","Less than 1 Hour","Less than 1 Hour","Yes","Academic",4,4,0,90,12,"Yes","Yes",1,"Master's Degree",75000,47.61,49.63,43.13,29.2,48.36,51.48,46.27,47.93,52.7,56.86,47.74,36.01,"Never","Never","Never",26
"410",410,"No","Suburban","Northeast","Female",6,"Married","English Dominant",21,20,29,"Public","Agree","7-9 Times","3-6 Times","3-6 Times","Yes","10-12 Hours","10-12 Hours","1 - 4 Hours","Yes","Academic",4.5,5,1,90,12,"Yes","No",1,"Ph.D., MD, JD, etc.",45000,64.58,62.16,62.19,69.51,66.12,60.97,49.65,68.37,63.73,63.49,56.07,70.04,"Never","Never","Never",25
"411",411,"No","Suburban","Northeast","Male",5,"Married","English Only",21,25,39,"Public","Agree","3-6 Times","1-2 Times","1-2 Times","Yes","None","10-12 Hours","10 - 14 Hours","Yes","Academic",4.5,4,0,90,12,"Yes","No",2,"Master's Degree",35000,57.21,60.34,56.48,58.25,62.03,57.66,65.99,67.4,54.93,64.08,60.16,54.41,"Never","Never","Never",28
"412",412,"No","Suburban","Northeast","Female",5,"Married","English Only",19,18,11,"Public","Agree","7-9 Times","Never","3-6 Times","No","Less than 1 Hour","1-3 Hours","1 - 4 Hours","No","Academic",4,4,0,90,12,"No","No",1,"Bachelor's Degree",50000,59.54,51.34,57.13,48.65,60.35,55.67,54.48,67.4,58.97,53.84,49,49.49,"Yes","Never","Never",22
"413",413,"No","Suburban","Northeast","Female",4,"Married","English Only",32,35,31,"Public","Disagree","Over 15 Times","1-2 Times","3-6 Times","No","16-20 Hours","7-9 Hours","10 - 14 Hours","No","Academic",3,2,0,94,3,"Yes","No",2,"Bachelor's Degree",60000,47.75,43.5,57.85,49.55,55.52,53.22,51.52,59.82,60.67,50.44,50.76,62.44,"Never","Never","Yes",12
"414",414,"Yes","Suburban","Northeast","Male",7,"Married","English Only",17,21,29,"Public","Agree","3-6 Times","Never","7-9 Times","Yes","1-3 Hours","1-3 Hours","10 - 14 Hours","Yes","Rigorous Academic",4,5,1,94,3,"Yes","Yes",1,"Ph.D., MD, JD, etc.",60000,57.61,68.18,62.69,62.04,54.99,62.97,57.93,56.92,54.27,67,55.91,58.72,"Never","Yes","Never",25
"415",415,"No","Rural","West","Male",7,"Married","English Only",24,23,43,"Public","Strongly Agree","1-2 Times","1-2 Times","3-6 Times","No","1-3 Hours","4-6 Hours","1 - 4 Hours","No","Academic",4.5,4,0,95,0,"Yes","Yes",1,"Bachelor's Degree",75000,62.95,55.86,66.8,47.12,64.31,59.42,61.92,57.72,60.11,59.03,60.98,64.67,"Never","Yes","Yes",13
"416",416,"Yes","Rural","West","Male",3,"Married","English Only",25,23,0,"Public","Strongly Agree","Never","Never","Never","Yes","1-3 Hours","1-3 Hours","5 - 9 Hours","Yes","Academic",4.5,3.5,0,95,0,"Yes","Yes",1,"Ph.D., MD, JD, etc.",40000,52.07,56.82,56.89,53.05,58.61,59.22,64.1,57.49,58.01,59.26,65.44,65.93,"Never","Never","Never",19
"417",417,"Yes","Rural","West","Female",4,"98","English Only",5,10,16,"Public","Agree","7-9 Times","3-6 Times","3-6 Times","No","Over 20 Hours","16-20 Hours","Less than 1 Hour","No","Other",4,1.5,0,95,5,NA,NA,1,"Less than College Degree",28000,51.16,48.64,39.42,48.01,47.21,43.3,38.93,42.05,41.96,43.83,42.03,36.37,"Yes","Never","Yes",12
"418",418,"Yes","Rural","West","Female",6,"Married","Non-English Dominant",20,21,27,"Public","Agree","Never","Never","1-2 Times","Yes","4-6 Hours","1-3 Hours","5 - 9 Hours","No","Academic",4,3.5,0.5,94,0,"No","No",2,"Bachelor's Degree",25000,60.66,46.37,45.67,52.14,62.41,52.27,47.57,52.17,57.98,53.32,43.42,60.3,"Yes","Never","Never",15
"419",419,"No","Rural","West","Female",5,"Married","English Only",18,9,23,"Public","Agree","Never","Never","Over 15 Times","Yes","10-12 Hours","7-9 Hours","5 - 9 Hours","Yes","Rigorous Academic",4,4,1,94,0,"No","No",1,"Master's Degree",30000,57.16,48.33,46.6,49.03,53.46,45.47,42.4,45.61,52.89,47.24,48.98,48.32,"Never","Never","Never",13
"420",420,"No","Urban","West","Male",4,"Married","Non-English Dominant",18,17,27,"Public","Disagree","10-15 Times","1-2 Times","Never","No","1-3 Hours","1-3 Hours","None","Yes","Academic",5,3,0,93,13,"Yes","No",1,"Less than College Degree",30000,45.18,49.15,43.05,34.82,33.97,44.8,40.33,34.69,36.38,46.23,47.06,42.81,"Never","Never","Never",20
